"","subject","block","trial","first_trial_in_block","choice","selected_offer","unchosen","offer1","offer2","expval_ch","expval_unch","reward","1","2","arm_1","arm_2","arm_3","arm_4","arm_5","arm_6","arm_7","arm_8"
"2022",3,3,20,0,1,0,2,1,2,0.349143661911331,0.34378849748601,0,0.687803754211424,0.258882454971808,0.349143661911331,0.34378849748601,0.15,0.782583615119169,0.221116739083179,0.389810083254732,0.778664004707416,0.635552595586693
"2132",3,3,21,0,2,1,1,1,2,0.340134141701982,0.339613513406219,1,0.233239355296406,0.258882454971808,0.339613513406219,0.340134141701982,0.160117943166164,0.745102651057111,0.221069288259067,0.391160779029642,0.776901670981639,0.630125697056538
"2222",3,3,22,0,2,1,1,1,2,0.321783685558765,0.337940080673165,0,0.233239355296406,0.748681542747009,0.337940080673165,0.321783685558765,0.15,0.755543870143576,0.192751219786351,0.396306214803893,0.752441159294263,0.630891342703773
"2322",3,3,23,0,1,0,2,1,2,0.333524192033691,0.345611414321188,0,0.233239355296406,0.253883464990442,0.333524192033691,0.345611414321188,0.151273793628217,0.740659441088367,0.220416102707111,0.402395152535804,0.728662933804932,0.651949715677697
"2422",3,3,24,0,2,1,1,1,2,0.317813814154586,0.373738414486896,1,0.0790931955895675,0.253883464990442,0.373738414486896,0.317813814154586,0.162195172598302,0.728827605619493,0.229274213912728,0.40014269451391,0.770122797681409,0.666437627976173
"2522",3,3,25,0,2,1,1,1,2,0.300393543831466,0.359725846963897,0,0.0790931955895675,0.746986348160984,0.359725846963897,0.300393543831466,0.169638643830606,0.734374853669556,0.229101287646861,0.383788132755298,0.772175634803774,0.658658797723474
"2622",3,3,26,0,1,0,2,1,2,0.374504944489893,0.302250209696448,0,0.0790931955895675,0.253308611931084,0.374504944489893,0.302250209696448,0.162209852846004,0.748281820116251,0.191618268807927,0.390591979518926,0.761285187521642,0.635122406647284
"2722",3,3,27,0,1,0,2,1,2,0.388770534188224,0.3070601063806,1,0.0268210893509787,0.253308611931084,0.388770534188224,0.3070601063806,0.164119762760072,0.745869863250756,0.168410750988124,0.387742297020793,0.754536053399272,0.652154628641511
"2822",3,3,28,0,2,1,1,1,2,0.31065894321437,0.422572341799492,0,0.669987812194954,0.253308611931084,0.422572341799492,0.31065894321437,0.157366130303736,0.702810580859468,0.182417611836532,0.353173806810619,0.785678905660427,0.674757007606382
"2922",3,3,29,0,1,0,2,1,2,0.421095901075042,0.313189708825783,0,0.669987812194954,0.08589882939149,0.421095901075042,0.313189708825783,0.166793091396302,0.678241219573033,0.176433733917909,0.330293369708388,0.756498135955845,0.663227126154403
"3022",3,3,30,0,1,0,2,1,2,0.462074859857702,0.332118933007723,0,0.227197837196982,0.08589882939149,0.462074859857702,0.332118933007723,0.155526000130635,0.686227613507816,0.18854675122122,0.340466217917506,0.78199273659307,0.675098636134287
"3132",3,3,31,0,1,0,2,1,2,0.468454768721997,0.351925795938003,1,0.0770444719850611,0.08589882939149,0.468454768721997,0.351925795938003,0.165300743247506,0.693120859402661,0.174119136814696,0.362203738743191,0.782928504353123,0.672227886733639
"3222",3,3,32,0,1,0,2,1,2,0.486502578320034,0.373614415833515,0,0.687018933811626,0.08589882939149,0.486502578320034,0.373614415833515,0.206369941522635,0.677774198769021,0.186954487777861,0.357909624704327,0.805470408822109,0.664504352260015
"3322",3,3,33,0,2,1,1,1,2,0.392161779412132,0.508981436626546,0,0.232973216876905,0.08589882939149,0.508981436626546,0.392161779412132,0.224860977742252,0.603763046524768,0.199115106296351,0.324448843987513,0.808735290299394,0.696517202323436
"3422",3,3,34,0,2,1,1,1,2,0.33926494191366,0.481489798626363,0,0.232973216876905,0.0291289302585408,0.481489798626363,0.33926494191366,0.217976238859567,0.624572299779918,0.182318431639055,0.314425479779346,0.791479583544012,0.720861777172913
"3522",3,3,35,0,1,0,2,1,2,0.489938336679932,0.346704773591259,1,0.232973216876905,0.00987783633394882,0.489938336679932,0.346704773591259,0.213719019414771,0.626858180162118,0.191486891532087,0.290208896843924,0.815424148295144,0.754569447222746
"3622",3,3,36,0,1,0,2,1,2,0.500153205476069,0.32657401624204,1,0.739895527909965,0.00987783633394882,0.500153205476069,0.32657401624204,0.206188716365586,0.565760028017977,0.193247444318582,0.287651005504243,0.81692585488046,0.744637725266972
"3722",3,3,37,0,1,0,2,1,2,0.485304545817203,0.3410252730337,0,0.911796644015782,0.00987783633394882,0.485304545817203,0.3410252730337,0.21513324032695,0.555579392323092,0.219685019807236,0.277322572456457,0.791192821170825,0.777600826174105
"3822",3,3,38,0,1,0,2,1,2,0.482363360185325,0.360577797247978,1,0.309197005845792,0.00987783633394882,0.482363360185325,0.360577797247978,0.17607777020409,0.565256797483731,0.248506790419963,0.275966554596776,0.793451198356876,0.764310177257506
"3922",3,3,39,0,1,0,2,1,2,0.472854187876148,0.34613874511771,1,0.765743580190133,0.00987783633394882,0.472854187876148,0.34613874511771,0.185536466171346,0.620231704530961,0.236998551671076,0.269185219811156,0.835842646855568,0.750466036477801
"4022",3,3,40,0,1,0,2,1,2,0.481605911669146,0.300489431106518,1,0.920561910289163,0.00987783633394882,0.481605911669146,0.300489431106518,0.175227499454206,0.64348501327829,0.221415813256024,0.294196783684581,0.843027954711354,0.758019376031157
"4132",3,3,41,0,1,0,2,1,2,0.483331010824918,0.311458432592646,0,0.973061954494016,0.00987783633394882,0.483331010824918,0.311458432592646,0.188747789235385,0.650801648459341,0.20338949993982,0.317962323696559,0.833596243808891,0.729283346526469
"4222",3,3,42,0,2,1,1,1,2,0.269860806658116,0.471113666406303,0,0.329972527105283,0.00987783633394882,0.471113666406303,0.269860806658116,0.179157440059842,0.627172498178133,0.222564794094221,0.305213950222247,0.85,0.715721526357045
"4322",3,3,43,0,1,0,2,1,2,0.473607707502104,0.268627092374543,0,0.329972527105283,0.00334964757628444,0.473607707502104,0.268627092374543,0.185431204955051,0.640436199954225,0.226037567344396,0.303165908488232,0.845949491850071,0.710635447272856
"4422",3,3,44,0,2,1,1,1,2,0.257051006962067,0.474255810828998,0,0.111896131732809,0.00334964757628444,0.474255810828998,0.257051006962067,0.152165495872744,0.61525680451438,0.202808828675431,0.324909043121206,0.828286756643229,0.698494201978918
"4522",3,3,45,0,2,1,1,1,2,0.265459976754083,0.464383897343939,0,0.111896131732809,0.00113589034136414,0.464383897343939,0.265459976754083,0.15,0.622334626140234,0.180097725267326,0.292150606243424,0.822850426470934,0.686431394661591
"4622",3,3,46,0,2,1,1,1,2,0.26792223886222,0.505287142184783,1,0.111896131732809,0.000385188840981155,0.505287142184783,0.26792223886222,0.15,0.587445497382546,0.169576624111529,0.280416555299284,0.810598735824295,0.711568602446922
"4722",3,3,47,0,2,1,1,1,2,0.244382179906535,0.493246313399281,0,0.111896131732809,0.661023202226081,0.493246313399281,0.244382179906535,0.153710833840197,0.549036081234989,0.158807637802096,0.251835170534552,0.786027423875474,0.689238621746002
"4822",3,3,48,0,1,0,2,1,2,0.492159833349986,0.210305743957811,1,0.111896131732809,0.224157871455561,0.492159833349986,0.210305743957811,0.181530498499688,0.50766303781306,0.153821849865887,0.23448598954417,0.791655906481603,0.678949487318068
"4922",3,3,49,0,2,1,1,1,2,0.202600843346348,0.48926069555514,0,0.698837390167529,0.224157871455561,0.48926069555514,0.202600843346348,0.189658203977222,0.51236478578197,0.15,0.220728609831729,0.773440949372855,0.665817882043857
"5022",3,3,50,0,1,0,2,1,2,0.454717755219347,0.187908622875618,1,0.698837390167529,0.0760135970511708,0.454717755219347,0.187908622875618,0.185124756019971,0.490788452249989,0.15,0.245885842490996,0.778053057082661,0.663879975211626
"1132",3,4,1,1,1,0,2,1,2,0.343426165007986,0.310153010161594,0,0.5,0.5,0.343426165007986,0.310153010161594,0.17885999022983,0.818565780832432,0.165576427499764,0.252415430149995,0.805537147982977,0.505326561722904
"2142",3,4,2,0,2,1,1,1,2,0.309464882088994,0.351079743292266,0,0.169553709083645,0.5,0.351079743292266,0.309464882088994,0.176225438747821,0.798079142222094,0.167200056387336,0.278816614321752,0.778888282691043,0.492567712484823
"3142",3,4,3,0,1,0,2,1,2,0.361793298252513,0.327731967063567,0,0.169553709083645,0.169553709083645,0.361793298252513,0.327731967063567,0.167332408674935,0.75612889180947,0.16591466579125,0.278047893431678,0.777241534016023,0.470919912653677
"4142",3,4,4,0,1,0,2,1,2,0.393390715979359,0.337850295022544,1,0.0574969205280428,0.169553709083645,0.393390715979359,0.337850295022544,0.157946662796358,0.74159303034758,0.220782393695695,0.265236536416798,0.772861547640018,0.459021314897057
"542",3,4,5,0,1,0,2,1,2,0.412716425886633,0.351328294783245,0,0.680390214105544,0.169553709083645,0.412716425886633,0.351328294783245,0.15,0.731011803382797,0.24123320576566,0.28137971096267,0.787028186493098,0.443589602641674
"632",3,4,6,0,2,1,1,1,2,0.311845632244704,0.423824932482791,1,0.230725368851621,0.169553709083645,0.423824932482791,0.311845632244704,0.15,0.742675776863477,0.239671902494795,0.298492162077823,0.777501988857907,0.500361225171737
"732",3,4,7,0,2,1,1,1,2,0.310554326520922,0.428699497001691,0,0.230725368851621,0.718389502360752,0.428699497001691,0.310554326520922,0.150828496120609,0.743547185077724,0.24896023699721,0.288199292615435,0.755023271218192,0.535959794397911
"832",3,4,8,0,2,1,1,1,2,0.30796624258621,0.423493761382353,1,0.230725368851621,0.243611209384039,0.423493761382353,0.30796624258621,0.15,0.730911925479861,0.276333816685759,0.288538781037651,0.763499378262345,0.58692691897618
"932",3,4,9,0,2,1,1,1,2,0.315757112905267,0.434366220932882,0,0.230725368851621,0.743502950083542,0.434366220932882,0.315757112905267,0.159877959847856,0.696956649563261,0.24862222890065,0.279996579406945,0.763598376698687,0.611839954360518
"1032",3,4,10,0,2,1,1,1,2,0.342893451941516,0.434795913399388,0,0.230725368851621,0.252127365802594,0.434795913399388,0.342893451941516,0.171249213992162,0.687783929908697,0.259488024698049,0.311336249540982,0.764532850657272,0.651611851267403
"1142",3,4,11,0,2,1,1,1,2,0.323881163065407,0.407335179320723,0,0.230725368851621,0.0854982600666376,0.407335179320723,0.323881163065407,0.15,0.704489865827401,0.251862467462847,0.321559013702456,0.765415332345602,0.661118041069342
"1232",3,4,12,0,2,1,1,1,2,0.305297600491013,0.384376370392316,1,0.230725368851621,0.028993094228993,0.384376370392316,0.305297600491013,0.15,0.720096796871703,0.256974419554518,0.344101547732976,0.730093148403322,0.677820990406259
"1332",3,4,13,0,2,1,1,1,2,0.321730045824395,0.38422233779447,0,0.230725368851621,0.670724355161384,0.38422233779447,0.321730045824395,0.15,0.737217854057704,0.270807357118486,0.342260208041518,0.759947076618873,0.685592774016301
"1432",3,4,14,0,1,0,2,1,2,0.414485990214878,0.32275516720771,0,0.230725368851621,0.227447604380698,0.414485990214878,0.32275516720771,0.15,0.728173945243916,0.28923762329753,0.314814654081077,0.7909052201706,0.711370645495264
"1532",3,4,15,0,2,1,1,1,2,0.316603368784913,0.428897743837511,1,0.078240684136969,0.227447604380698,0.428897743837511,0.316603368784913,0.15,0.731718845292778,0.291690106662043,0.325999368901939,0.814883001315449,0.697171358139209
"1632",3,4,16,0,2,1,1,1,2,0.3336744340361,0.406617153972975,0,0.078240684136969,0.738021751722583,0.406617153972975,0.3336744340361,0.159188862574431,0.737598379351835,0.3025196685,0.322513867575069,0.801773067340349,0.702165733380605
"1732",3,4,17,0,1,0,2,1,2,0.372401260711856,0.347446026140912,0,0.078240684136969,0.250268650777946,0.372401260711856,0.347446026140912,0.15,0.761146439353635,0.282972589265691,0.359715932934137,0.811170789495676,0.664524997319523
"1832",3,4,18,0,2,1,1,1,2,0.32586522912716,0.370836552052269,1,0.02653199639333,0.250268650777946,0.370836552052269,0.32586522912716,0.150524501718317,0.79291035351223,0.251344809402079,0.369986535542949,0.807274624361272,0.644237612734548
"1932",3,4,19,0,1,0,2,1,2,0.379449117307464,0.332272444987507,0,0.02653199639333,0.74576053784623,0.379449117307464,0.332272444987507,0.16865703971755,0.778500935182015,0.237419318411587,0.376871905575877,0.812462707119051,0.638383421755487
"2032",3,4,20,0,2,1,1,1,2,0.34378849748601,0.349143661911331,0,0.00899719679576601,0.74576053784623,0.349143661911331,0.34378849748601,0.15,0.782583615119169,0.221116739083179,0.389810083254732,0.778664004707416,0.635552595586693
"2152",3,4,21,0,2,1,1,1,2,0.340134141701982,0.339613513406219,0,0.00899719679576601,0.252892930560085,0.339613513406219,0.340134141701982,0.160117943166164,0.745102651057111,0.221069288259067,0.391160779029642,0.776901670981639,0.630125697056538
"2232",3,4,22,0,2,1,1,1,2,0.321783685558765,0.337940080673165,0,0.00899719679576601,0.0857578687549903,0.337940080673165,0.321783685558765,0.15,0.755543870143576,0.192751219786351,0.396306214803893,0.752441159294263,0.630891342703773
"2332",3,4,23,0,2,1,1,1,2,0.345611414321188,0.333524192033691,0,0.00899719679576601,0.0290811294610341,0.333524192033691,0.345611414321188,0.151273793628217,0.740659441088367,0.220416102707111,0.402395152535804,0.728662933804932,0.651949715677697
"2432",3,4,24,0,1,0,2,1,2,0.373738414486896,0.317813814154586,0,0.00899719679576601,0.00986162672892001,0.373738414486896,0.317813814154586,0.162195172598302,0.728827605619493,0.229274213912728,0.40014269451391,0.770122797681409,0.666437627976173
"2532",3,4,25,0,2,1,1,1,2,0.300393543831466,0.359725846963897,1,0.00305101617615523,0.00986162672892001,0.359725846963897,0.300393543831466,0.169638643830606,0.734374853669556,0.229101287646861,0.383788132755298,0.772175634803774,0.658658797723474
"2632",3,4,26,0,2,1,1,1,2,0.302250209696448,0.374504944489893,0,0.00305101617615523,0.664236732611683,0.374504944489893,0.302250209696448,0.162209852846004,0.748281820116251,0.191618268807927,0.390591979518926,0.761285187521642,0.635122406647284
"2732",3,4,27,0,2,1,1,1,2,0.3070601063806,0.388770534188224,0,0.00305101617615523,0.225247603447825,0.388770534188224,0.3070601063806,0.164119762760072,0.745869863250756,0.168410750988124,0.387742297020793,0.754536053399272,0.652154628641511
"2832",3,4,28,0,2,1,1,1,2,0.31065894321437,0.422572341799492,0,0.00305101617615523,0.0763831332535616,0.422572341799492,0.31065894321437,0.157366130303736,0.702810580859468,0.182417611836532,0.353173806810619,0.785678905660427,0.674757007606382
"2932",3,4,29,0,2,1,1,1,2,0.313189708825783,0.421095901075042,1,0.00305101617615523,0.0259020871091434,0.421095901075042,0.313189708825783,0.166793091396302,0.678241219573033,0.176433733917909,0.330293369708388,0.756498135955845,0.663227126154403
"3032",3,4,30,0,2,1,1,1,2,0.332118933007723,0.462074859857702,0,0.00305101617615523,0.669676171717435,0.462074859857702,0.332118933007723,0.155526000130635,0.686227613507816,0.18854675122122,0.340466217917506,0.78199273659307,0.675098636134287
"3152",3,4,31,0,2,1,1,1,2,0.351925795938003,0.468454768721997,0,0.00305101617615523,0.227092157599255,0.468454768721997,0.351925795938003,0.165300743247506,0.693120859402661,0.174119136814696,0.362203738743191,0.782928504353123,0.672227886733639
"3232",3,4,32,0,2,1,1,1,2,0.373614415833515,0.486502578320034,1,0.00305101617615523,0.0770086352495227,0.486502578320034,0.373614415833515,0.206369941522635,0.677774198769021,0.186954487777861,0.357909624704327,0.805470408822109,0.664504352260015
"3332",3,4,33,0,2,1,1,1,2,0.392161779412132,0.508981436626546,0,0.00305101617615523,0.687006781308762,0.508981436626546,0.392161779412132,0.224860977742252,0.603763046524768,0.199115106296351,0.324448843987513,0.808735290299394,0.696517202323436
"3432",3,4,34,0,2,1,1,1,2,0.33926494191366,0.481489798626363,0,0.00305101617615523,0.232969095873035,0.481489798626363,0.33926494191366,0.217976238859567,0.624572299779918,0.182318431639055,0.314425479779346,0.791479583544012,0.720861777172913
"3532",3,4,35,0,2,1,1,1,2,0.346704773591259,0.489938336679932,0,0.00305101617615523,0.0790015486142727,0.489938336679932,0.346704773591259,0.213719019414771,0.626858180162118,0.191486891532087,0.290208896843924,0.815424148295144,0.754569447222746
"3632",3,4,36,0,2,1,1,1,2,0.32657401624204,0.500153205476069,0,0.00305101617615523,0.0267900111818037,0.500153205476069,0.32657401624204,0.206188716365586,0.565760028017977,0.193247444318582,0.287651005504243,0.81692585488046,0.744637725266972
"3732",3,4,37,0,2,1,1,1,2,0.3410252730337,0.485304545817203,1,0.00305101617615523,0.0090846915245343,0.485304545817203,0.3410252730337,0.21513324032695,0.555579392323092,0.219685019807236,0.277322572456457,0.791192821170825,0.777600826174105
"3832",3,4,38,0,1,0,2,1,2,0.482363360185325,0.360577797247978,1,0.00305101617615523,0.663973268120441,0.482363360185325,0.360577797247978,0.17607777020409,0.565256797483731,0.248506790419963,0.275966554596776,0.793451198356876,0.764310177257506
"3932",3,4,39,0,2,1,1,1,2,0.34613874511771,0.472854187876148,0,0.661927204050992,0.663973268120441,0.472854187876148,0.34613874511771,0.185536466171346,0.620231704530961,0.236998551671076,0.269185219811156,0.835842646855568,0.750466036477801
"4032",3,4,40,0,2,1,1,1,2,0.300489431106518,0.481605911669146,0,0.661927204050992,0.225158260684421,0.481605911669146,0.300489431106518,0.175227499454206,0.64348501327829,0.221415813256024,0.294196783684581,0.843027954711354,0.758019376031157
"4152",3,4,41,0,1,0,2,1,2,0.483331010824918,0.311458432592646,1,0.661927204050992,0.0763528364597317,0.483331010824918,0.311458432592646,0.188747789235385,0.650801648459341,0.20338949993982,0.317962323696559,0.833596243808891,0.729283346526469
"4232",3,4,42,0,1,0,2,1,2,0.471113666406303,0.269860806658116,1,0.885357007013135,0.0763528364597317,0.471113666406303,0.269860806658116,0.179157440059842,0.627172498178133,0.222564794094221,0.305213950222247,0.85,0.715721526357045
"4332",3,4,43,0,1,0,2,1,2,0.473607707502104,0.268627092374543,1,0.961123710637253,0.0763528364597317,0.473607707502104,0.268627092374543,0.185431204955051,0.640436199954225,0.226037567344396,0.303165908488232,0.845949491850071,0.710635447272856
"4432",3,4,44,0,1,0,2,1,2,0.474255810828998,0.257051006962067,0,0.986816761886274,0.0763528364597317,0.474255810828998,0.257051006962067,0.152165495872744,0.61525680451438,0.202808828675431,0.324909043121206,0.828286756643229,0.698494201978918
"4532",3,4,45,0,2,1,1,1,2,0.265459976754083,0.464383897343939,0,0.33463688432746,0.0763528364597317,0.464383897343939,0.265459976754083,0.15,0.622334626140234,0.180097725267326,0.292150606243424,0.822850426470934,0.686431394661591
"4632",3,4,46,0,2,1,1,1,2,0.26792223886222,0.505287142184783,0,0.33463688432746,0.025891813241609,0.505287142184783,0.26792223886222,0.15,0.587445497382546,0.169576624111529,0.280416555299284,0.810598735824295,0.711568602446922
"4732",3,4,47,0,1,0,2,1,2,0.493246313399281,0.244382179906535,1,0.33463688432746,0.00878010594003168,0.493246313399281,0.244382179906535,0.153710833840197,0.549036081234989,0.158807637802096,0.251835170534552,0.786027423875474,0.689238621746002
"4832",3,4,48,0,1,0,2,1,2,0.492159833349986,0.210305743957811,0,0.774370431700541,0.00878010594003168,0.492159833349986,0.210305743957811,0.181530498499688,0.50766303781306,0.153821849865887,0.23448598954417,0.791655906481603,0.678949487318068
"4932",3,4,49,0,2,1,1,1,2,0.202600843346348,0.48926069555514,0,0.262594757799061,0.00878010594003168,0.48926069555514,0.202600843346348,0.189658203977222,0.51236478578197,0.15,0.220728609831729,0.773440949372855,0.665817882043857
"5032",3,4,50,0,1,0,2,1,2,0.454717755219347,0.187908622875618,1,0.262594757799061,0.00297739905655944,0.454717755219347,0.187908622875618,0.185124756019971,0.490788452249989,0.15,0.245885842490996,0.778053057082661,0.663879975211626
"119",4,1,1,1,2,1,1,1,2,0.310153010161594,0.343426165007986,1,0.5,0.5,0.343426165007986,0.310153010161594,0.17885999022983,0.818565780832432,0.165576427499764,0.252415430149995,0.805537147982977,0.505326561722904
"220",4,1,2,0,1,0,2,1,2,0.351079743292266,0.309464882088994,1,0.5,0.805700690325034,0.351079743292266,0.309464882088994,0.176225438747821,0.798079142222094,0.167200056387336,0.278816614321752,0.778888282691043,0.492567712484823
"320",4,1,3,0,1,0,2,1,2,0.361793298252513,0.327731967063567,1,0.805700690325034,0.805700690325034,0.361793298252513,0.327731967063567,0.167332408674935,0.75612889180947,0.16591466579125,0.278047893431678,0.777241534016023,0.470919912653677
"420",4,1,4,0,1,0,2,1,2,0.393390715979359,0.337850295022544,0,0.924495556519664,0.805700690325034,0.393390715979359,0.337850295022544,0.157946662796358,0.74159303034758,0.220782393695695,0.265236536416798,0.772861547640018,0.459021314897057
"57",4,1,5,0,2,1,1,1,2,0.351328294783245,0.412716425886633,1,0.359257696858688,0.805700690325034,0.412716425886633,0.351328294783245,0.15,0.731011803382797,0.24123320576566,0.28137971096267,0.787028186493098,0.443589602641674
"66",4,1,6,0,2,1,1,1,2,0.311845632244704,0.423824932482791,0,0.359257696858688,0.924495556519664,0.423824932482791,0.311845632244704,0.15,0.742675776863477,0.239671902494795,0.298492162077823,0.777501988857907,0.500361225171737
"76",4,1,7,0,1,0,2,1,2,0.428699497001691,0.310554326520922,0,0.359257696858688,0.359257696858688,0.428699497001691,0.310554326520922,0.150828496120609,0.743547185077724,0.24896023699721,0.288199292615435,0.755023271218192,0.535959794397911
"86",4,1,8,0,1,0,2,1,2,0.423493761382353,0.30796624258621,0,0.139607044990122,0.359257696858688,0.423493761382353,0.30796624258621,0.15,0.730911925479861,0.276333816685759,0.288538781037651,0.763499378262345,0.58692691897618
"96",4,1,9,0,1,0,2,1,2,0.434366220932882,0.315757112905267,0,0.0542511049346852,0.359257696858688,0.434366220932882,0.315757112905267,0.159877959847856,0.696956649563261,0.24862222890065,0.279996579406945,0.763598376698687,0.611839954360518
"106",4,1,10,0,1,0,2,1,2,0.434795913399388,0.342893451941516,0,0.0210819044758269,0.359257696858688,0.434795913399388,0.342893451941516,0.171249213992162,0.687783929908697,0.259488024698049,0.311336249540982,0.764532850657272,0.651611851267403
"1110",4,1,11,0,1,0,2,1,2,0.407335179320723,0.323881163065407,0,0.00819239897257347,0.359257696858688,0.407335179320723,0.323881163065407,0.15,0.704489865827401,0.251862467462847,0.321559013702456,0.765415332345602,0.661118041069342
"126",4,1,12,0,2,1,1,1,2,0.305297600491013,0.384376370392316,0,0.00318355492990585,0.359257696858688,0.384376370392316,0.305297600491013,0.15,0.720096796871703,0.256974419554518,0.344101547732976,0.730093148403322,0.677820990406259
"136",4,1,13,0,2,1,1,1,2,0.321730045824395,0.38422233779447,0,0.00318355492990585,0.139607044990122,0.38422233779447,0.321730045824395,0.15,0.737217854057704,0.270807357118486,0.342260208041518,0.759947076618873,0.685592774016301
"146",4,1,14,0,2,1,1,1,2,0.32275516720771,0.414485990214878,0,0.00318355492990585,0.0542511049346852,0.414485990214878,0.32275516720771,0.15,0.728173945243916,0.28923762329753,0.314814654081077,0.7909052201706,0.711370645495264
"156",4,1,15,0,2,1,1,1,2,0.316603368784913,0.428897743837511,1,0.00318355492990585,0.0210819044758269,0.428897743837511,0.316603368784913,0.15,0.731718845292778,0.291690106662043,0.325999368901939,0.814883001315449,0.697171358139209
"166",4,1,16,0,2,1,1,1,2,0.3336744340361,0.406617153972975,1,0.00318355492990585,0.619593779622642,0.406617153972975,0.3336744340361,0.159188862574431,0.737598379351835,0.3025196685,0.322513867575069,0.801773067340349,0.702165733380605
"176",4,1,17,0,2,1,1,1,2,0.347446026140912,0.372401260711856,0,0.00318355492990585,0.852174667969233,0.372401260711856,0.347446026140912,0.15,0.761146439353635,0.282972589265691,0.359715932934137,0.811170789495676,0.664524997319523
"186",4,1,18,0,2,1,1,1,2,0.32586522912716,0.370836552052269,1,0.00318355492990585,0.33115389941783,0.370836552052269,0.32586522912716,0.150524501718317,0.79291035351223,0.251344809402079,0.369986535542949,0.807274624361272,0.644237612734548
"196",4,1,19,0,2,1,1,1,2,0.332272444987507,0.379449117307464,0,0.00318355492990585,0.740087328756184,0.379449117307464,0.332272444987507,0.16865703971755,0.778500935182015,0.237419318411587,0.376871905575877,0.812462707119051,0.638383421755487
"206",4,1,20,0,1,0,2,1,2,0.349143661911331,0.34378849748601,1,0.00318355492990585,0.287596914153032,0.349143661911331,0.34378849748601,0.15,0.782583615119169,0.221116739083179,0.389810083254732,0.778664004707416,0.635552595586693
"2110",4,1,21,0,2,1,1,1,2,0.340134141701982,0.339613513406219,1,0.612638505700455,0.287596914153032,0.339613513406219,0.340134141701982,0.160117943166164,0.745102651057111,0.221069288259067,0.391160779029642,0.776901670981639,0.630125697056538
"226",4,1,22,0,2,1,1,1,2,0.321783685558765,0.337940080673165,0,0.612638505700455,0.723161144419238,0.337940080673165,0.321783685558765,0.15,0.755543870143576,0.192751219786351,0.396306214803893,0.752441159294263,0.630891342703773
"236",4,1,23,0,1,0,2,1,2,0.333524192033691,0.345611414321188,1,0.612638505700455,0.281019422288832,0.333524192033691,0.345611414321188,0.151273793628217,0.740659441088367,0.220416102707111,0.402395152535804,0.728662933804932,0.651949715677697
"246",4,1,24,0,2,1,1,1,2,0.317813814154586,0.373738414486896,0,0.84947185812587,0.281019422288832,0.373738414486896,0.317813814154586,0.162195172598302,0.728827605619493,0.229274213912728,0.40014269451391,0.770122797681409,0.666437627976173
"256",4,1,25,0,2,1,1,1,2,0.300393543831466,0.359725846963897,0,0.84947185812587,0.109203759511955,0.359725846963897,0.300393543831466,0.169638643830606,0.734374853669556,0.229101287646861,0.383788132755298,0.772175634803774,0.658658797723474
"266",4,1,26,0,1,0,2,1,2,0.374504944489893,0.302250209696448,1,0.84947185812587,0.0424364301741678,0.374504944489893,0.302250209696448,0.162209852846004,0.748281820116251,0.191618268807927,0.390591979518926,0.761285187521642,0.635122406647284
"276",4,1,27,0,1,0,2,1,2,0.388770534188224,0.3070601063806,0,0.941504971894403,0.0424364301741678,0.388770534188224,0.3070601063806,0.164119762760072,0.745869863250756,0.168410750988124,0.387742297020793,0.754536053399272,0.652154628641511
"286",4,1,28,0,2,1,1,1,2,0.31065894321437,0.422572341799492,0,0.365867532189261,0.0424364301741678,0.422572341799492,0.31065894321437,0.157366130303736,0.702810580859468,0.182417611836532,0.353173806810619,0.785678905660427,0.674757007606382
"296",4,1,29,0,1,0,2,1,2,0.421095901075042,0.313189708825783,1,0.365867532189261,0.0164907381758214,0.421095901075042,0.313189708825783,0.166793091396302,0.678241219573033,0.176433733917909,0.330293369708388,0.756498135955845,0.663227126154403
"306",4,1,30,0,1,0,2,1,2,0.462074859857702,0.332118933007723,0,0.753576998523782,0.0164907381758214,0.462074859857702,0.332118933007723,0.155526000130635,0.686227613507816,0.18854675122122,0.340466217917506,0.78199273659307,0.675098636134287
"3110",4,1,31,0,2,1,1,1,2,0.351925795938003,0.468454768721997,0,0.292838981200207,0.0164907381758214,0.468454768721997,0.351925795938003,0.165300743247506,0.693120859402661,0.174119136814696,0.362203738743191,0.782928504353123,0.672227886733639
"326",4,1,32,0,1,0,2,1,2,0.486502578320034,0.373614415833515,0,0.292838981200207,0.00640827808718538,0.486502578320034,0.373614415833515,0.206369941522635,0.677774198769021,0.186954487777861,0.357909624704327,0.805470408822109,0.664504352260015
"336",4,1,33,0,1,0,2,1,2,0.508981436626546,0.392161779412132,1,0.113796823786241,0.00640827808718538,0.508981436626546,0.392161779412132,0.224860977742252,0.603763046524768,0.199115106296351,0.324448843987513,0.808735290299394,0.696517202323436
"346",4,1,34,0,2,1,1,1,2,0.33926494191366,0.481489798626363,0,0.655622669259809,0.00640827808718538,0.481489798626363,0.33926494191366,0.217976238859567,0.624572299779918,0.182318431639055,0.314425479779346,0.791479583544012,0.720861777172913
"356",4,1,35,0,1,0,2,1,2,0.489938336679932,0.346704773591259,0,0.655622669259809,0.00249024801709066,0.489938336679932,0.346704773591259,0.213719019414771,0.626858180162118,0.191486891532087,0.290208896843924,0.815424148295144,0.754569447222746
