"","subject","block","trial","first_trial_in_block","choice1","state","state_prob","choice2","expval_ch","expval_unch","reward"
"arm_245",5,1,6,0,2,1,0.3,2,0.295145539793113,0.363773831871964,1
"arm_1116",5,1,7,0,2,1,0.3,1,0.34532258465971,0.288302941280675,0
"arm_4414",5,1,8,0,1,2,0.3,2,0.637672487463773,0.60156270175662,0
"arm_1216",5,1,9,0,1,1,0.7,1,0.370989221320241,0.251026597658731,0
"arm_378",5,1,10,0,1,2,0.3,1,0.617701154274217,0.619706954036258,0
"arm_1316",5,1,11,0,1,1,0.7,1,0.426376228986611,0.24565033973724,1
"arm_1416",5,1,12,0,2,1,0.3,1,0.437707584038465,0.245331387447968,0
"arm_3116",5,1,13,0,2,2,0.7,1,0.652874160524955,0.557365720243867,0
"arm_3216",5,1,14,0,2,2,0.7,1,0.671266513715933,0.557081176503272,1
"arm_3316",5,1,15,0,2,2,0.7,1,0.714763276265456,0.56986367056403,1
"arm_2116",5,1,16,0,2,1,0.3,2,0.206903465813926,0.376128887386542,1
"arm_2216",5,1,17,0,1,1,0.7,2,0.235203318076015,0.379460456568304,0
"arm_3416",5,1,18,0,1,2,0.3,1,0.764892332677055,0.599809635086967,0
"arm_4513",5,1,19,0,2,2,0.7,2,0.592998147900146,0.766955919656842,1
"arm_1513",5,1,20,0,2,1,0.3,1,0.388623008068196,0.224233584166644,1
"arm_1613",5,1,21,0,2,1,0.3,1,0.377283926363739,0.183305705038965,1
"arm_4611",5,1,22,0,2,2,0.7,2,0.596522585552605,0.821404523915625,0
"arm_475",5,1,23,0,1,2,0.3,2,0.601398313279134,0.818667155459452,0
"arm_3514",5,1,24,0,2,2,0.7,1,0.822077739336167,0.604951019442018,1
"arm_484",5,1,25,0,2,2,0.7,2,0.62394008410102,0.841787447721027,0
"arm_3612",5,1,26,0,2,2,0.7,1,0.85,0.648165741052743,1
"arm_2314",5,1,27,0,1,1,0.7,2,0.15,0.340449298035087,0
"arm_177",5,1,28,0,2,1,0.3,1,0.334753605037848,0.15,0
"arm_379",5,1,29,0,1,2,0.3,1,0.85,0.66841458019637,1
"arm_246",5,1,30,0,1,1,0.7,2,0.157252245979107,0.336339251423906,0
"arm_384",5,1,31,0,2,2,0.7,1,0.80710161934536,0.702515891298998,1
"arm_184",5,1,32,0,2,1,0.3,1,0.367571718057774,0.181724160845873,0
"arm_394",5,1,33,0,1,2,0.3,1,0.808925613365771,0.712781882608025,1
"arm_494",5,1,34,0,2,2,0.7,2,0.694084030393342,0.82041766304819,0
"arm_254",5,1,35,0,1,1,0.7,2,0.153612375797345,0.399356742092644,0
"arm_194",5,1,36,0,2,1,0.3,1,0.386576526990292,0.15,1
"arm_1104",5,1,37,0,1,1,0.7,1,0.375216047266847,0.15,0
"arm_1117",5,1,38,0,1,1,0.7,1,0.40736310664945,0.157538345403003,1
"arm_1124",5,1,39,0,1,1,0.7,1,0.418633583347909,0.15,1
"arm_264",5,1,40,0,1,1,0.7,2,0.204868946785959,0.39609838709866,0
"arm_3104",5,1,41,0,2,2,0.7,1,0.739602328276427,0.620998393481285,1
"arm_3117",5,1,42,0,2,2,0.7,1,0.725663508496819,0.638702566152739,0
"arm_1134",5,1,43,0,1,1,0.7,1,0.407508986275393,0.251893591214306,1
"arm_274",5,1,44,0,1,1,0.7,2,0.243477857712056,0.409081800661843,0
"arm_3124",5,1,45,0,2,2,0.7,1,0.688199418916735,0.697729241844021,1
"arm_284",5,1,46,0,1,1,0.7,2,0.26504774084518,0.410968217545032,0
"arm_3134",5,1,47,0,2,2,0.7,1,0.721205193145041,0.746820766734684,1
"arm_1144",5,1,48,0,1,1,0.7,1,0.402552110846304,0.234457587175175,0
"arm_3144",5,1,49,0,2,2,0.7,1,0.72673893308522,0.722982907016919,1
"arm_294",5,1,50,0,1,1,0.7,2,0.230102992101097,0.394320846448384,0
"arm_3154",5,2,1,1,1,2,0.3,1,0.630301613220945,0.690981198940426,0
"arm_4104",5,2,2,0,2,2,0.7,2,0.668674514367157,0.634031348129123,1
"arm_4117",5,2,3,0,2,2,0.7,2,0.642617574645812,0.628330030544299,0
"arm_2104",5,2,4,0,1,1,0.7,2,0.286257418800551,0.365505014802199,0
"arm_3164",5,2,5,0,2,2,0.7,1,0.597596461954809,0.676626365424688,1
"arm_3174",5,2,6,0,2,2,0.7,1,0.595728241539715,0.648186117187123,0
"arm_1154",5,2,7,0,1,1,0.7,1,0.34532258465971,0.288302941280675,1
"arm_2117",5,2,8,0,1,1,0.7,2,0.245109293125714,0.347213159187491,0
"arm_1164",5,2,9,0,1,1,0.7,1,0.370989221320241,0.251026597658731,0
"arm_4124",5,2,10,0,1,2,0.3,2,0.619706954036258,0.617701154274217,1
"arm_1174",5,2,11,0,1,1,0.7,1,0.426376228986611,0.24565033973724,1
"arm_3184",5,2,12,0,2,2,0.7,1,0.644568752872748,0.605921400887644,1
"arm_4134",5,2,13,0,2,2,0.7,2,0.557365720243867,0.652874160524955,0
"arm_2124",5,2,14,0,1,1,0.7,2,0.179061258835738,0.427695735430651,0
"arm_4144",5,2,15,0,2,2,0.7,2,0.56986367056403,0.714763276265456,0
"arm_1184",5,2,16,0,2,1,0.3,1,0.376128887386542,0.206903465813926,0
"arm_3194",5,2,17,0,2,2,0.7,1,0.73490584931272,0.619902375624092,1
"arm_3204",5,2,18,0,2,2,0.7,1,0.764892332677055,0.599809635086967,0
"arm_1194",5,2,19,0,1,1,0.7,1,0.403222178344719,0.225829224534066,1
"arm_3217",5,2,20,0,2,2,0.7,1,0.788565990612077,0.593977598036432,1
"arm_1204",5,2,21,0,1,1,0.7,1,0.377283926363739,0.183305705038965,1
"arm_1217",5,2,22,0,1,1,0.7,1,0.37838590946676,0.15,0
"arm_1224",5,2,23,0,2,1,0.3,1,0.352523853586084,0.15,0
"arm_3224",5,2,24,0,1,2,0.3,1,0.822077739336167,0.604951019442018,1
"arm_3234",5,2,25,0,2,2,0.7,1,0.841787447721027,0.62394008410102,1
"arm_2134",5,2,26,0,1,1,0.7,2,0.176585339941922,0.367896488984793,0
"arm_3244",5,2,27,0,2,2,0.7,1,0.85,0.648069217139444,1
"arm_4154",5,2,28,0,2,2,0.7,2,0.650650152140271,0.839122936293603,1
"arm_4164",5,2,29,0,2,2,0.7,2,0.66841458019637,0.85,1
"arm_2144",5,2,30,0,2,1,0.3,2,0.157252245979107,0.336339251423906,0
"arm_3254",5,2,31,0,1,2,0.3,1,0.80710161934536,0.702515891298998,1
"arm_2154",5,2,32,0,2,1,0.3,2,0.181724160845873,0.367571718057774,0
"arm_2164",5,2,33,0,2,1,0.3,2,0.198107046205919,0.383740434019304,0
"arm_4174",5,2,34,0,2,2,0.7,2,0.694084030393342,0.82041766304819,1
"arm_4184",5,2,35,0,2,2,0.7,2,0.655143091618153,0.820897732245599,0
"arm_3264",5,2,36,0,1,2,0.3,1,0.799079977796453,0.672644390206153,1
"arm_1234",5,2,37,0,1,1,0.7,1,0.375216047266847,0.15,0
"arm_3274",5,2,38,0,2,2,0.7,1,0.779605868255858,0.641663041391297,0
"arm_3284",5,2,39,0,2,2,0.7,1,0.760940670352322,0.621227512038867,1
"arm_4194",5,2,40,0,1,2,0.3,2,0.653629657322364,0.743141089163742,1
"arm_3294",5,2,41,0,2,2,0.7,1,0.739602328276427,0.620998393481285,0
"arm_1244",5,2,42,0,2,1,0.3,1,0.40144125610901,0.231916246520594,0
"arm_3304",5,2,43,0,1,2,0.3,1,0.739271130877537,0.65029018290762,1
"arm_2174",5,2,44,0,1,1,0.7,2,0.243477857712056,0.409081800661843,0
"arm_4204",5,2,45,0,2,2,0.7,2,0.697729241844021,0.688199418916735,1
"arm_1254",5,2,46,0,1,1,0.7,1,0.410968217545032,0.26504774084518,0
"arm_4217",5,2,47,0,2,2,0.7,2,0.746820766734684,0.721205193145041,0
"arm_1264",5,2,48,0,1,1,0.7,1,0.402552110846304,0.234457587175175,1
"arm_1274",5,2,49,0,2,1,0.3,1,0.405671691780377,0.224217060027617,0
"arm_1284",5,2,50,0,2,1,0.3,1,0.394320846448384,0.230102992101097,1
"arm_4224",5,3,1,1,2,2,0.7,2,0.690981198940426,0.630301613220945,1
"arm_4234",5,3,2,0,2,2,0.7,2,0.668674514367157,0.634031348129123,1
"arm_4244",5,3,3,0,1,2,0.3,2,0.642617574645812,0.628330030544299,1
"arm_3317",5,3,4,0,2,2,0.7,1,0.623234877903638,0.66197067710399,0
"arm_2184",5,3,5,0,1,1,0.7,2,0.290084193050566,0.353188697869299,0
"arm_1294",5,3,6,0,1,1,0.7,1,0.363773831871964,0.295145539793113,1
"arm_4254",5,3,7,0,2,2,0.7,2,0.620144190447034,0.572698434956578,1
"arm_4264",5,3,8,0,2,2,0.7,2,0.637672487463773,0.60156270175662,1
"arm_4274",5,3,9,0,2,2,0.7,2,0.609941441980965,0.585932620759775,1
"arm_4284",5,3,10,0,2,2,0.7,2,0.619706954036258,0.617701154274217,1
"arm_1304",5,3,11,0,2,1,0.3,1,0.426376228986611,0.24565033973724,1
"arm_1317",5,3,12,0,1,1,0.7,1,0.437707584038465,0.245331387447968,0
"arm_4294",5,3,13,0,1,2,0.3,2,0.557365720243867,0.652874160524955,1
"arm_1324",5,3,14,0,2,1,0.3,1,0.427695735430651,0.179061258835738,1
"arm_4304",5,3,15,0,2,2,0.7,2,0.56986367056403,0.714763276265456,1
"arm_1334",5,3,16,0,2,1,0.3,1,0.376128887386542,0.206903465813926,1
"arm_4317",5,3,17,0,2,2,0.7,2,0.619902375624092,0.73490584931272,1
"arm_1344",5,3,18,0,1,1,0.7,1,0.386550289411022,0.252096398760606,0
"arm_4324",5,3,19,0,2,2,0.7,2,0.592998147900146,0.766955919656842,1
"arm_1354",5,3,20,0,2,1,0.3,1,0.388623008068196,0.224233584166644,0
"arm_2194",5,3,21,0,1,1,0.7,2,0.183305705038965,0.377283926363739,0
"arm_2204",5,3,22,0,1,1,0.7,2,0.15,0.37838590946676,1
"arm_2217",5,3,23,0,2,1,0.3,2,0.15,0.352523853586084,0
"arm_2224",5,3,24,0,2,1,0.3,2,0.15,0.377559563676441,0
"arm_2234",5,3,25,0,1,1,0.7,2,0.185851623887392,0.360791761741981,0
"arm_2244",5,3,26,0,2,1,0.3,2,0.176585339941922,0.367896488984793,1
"arm_3324",5,3,27,0,2,2,0.7,1,0.85,0.648069217139444,0
"arm_1364",5,3,28,0,2,1,0.3,1,0.334753605037848,0.15,0
"arm_4334",5,3,29,0,1,2,0.3,2,0.66841458019637,0.85,0
"arm_4344",5,3,30,0,2,2,0.7,2,0.651536139896979,0.842475023283917,1
"arm_4354",5,3,31,0,2,2,0.7,2,0.702515891298998,0.80710161934536,1
"arm_2254",5,3,32,0,2,1,0.3,2,0.181724160845873,0.367571718057774,0
"arm_1374",5,3,33,0,2,1,0.3,1,0.383740434019304,0.198107046205919,0
"arm_3334",5,3,34,0,2,2,0.7,1,0.82041766304819,0.694084030393342,0
"arm_1384",5,3,35,0,1,1,0.7,1,0.399356742092644,0.153612375797345,1
"arm_2264",5,3,36,0,1,1,0.7,2,0.15,0.386576526990292,0
"arm_1394",5,3,37,0,1,1,0.7,1,0.375216047266847,0.15,1
"arm_1404",5,3,38,0,2,1,0.3,1,0.40736310664945,0.157538345403003,0
"arm_1417",5,3,39,0,2,1,0.3,1,0.418633583347909,0.15,0
"arm_4364",5,3,40,0,1,2,0.3,2,0.653629657322364,0.743141089163742,1
"arm_2274",5,3,41,0,1,1,0.7,2,0.194293896323486,0.379019134040965,0
"arm_4374",5,3,42,0,1,2,0.3,2,0.638702566152739,0.725663508496819,0
"arm_3344",5,3,43,0,2,2,0.7,1,0.739271130877537,0.65029018290762,0
"arm_4383",5,3,44,0,2,2,0.7,2,0.700036075950926,0.710869868421871,1
"arm_4393",5,3,45,0,2,2,0.7,2,0.697729241844021,0.688199418916735,1
"arm_4402",5,3,46,0,2,2,0.7,2,0.711615639671956,0.724980172221657,1
"arm_2284",5,3,47,0,1,1,0.7,2,0.249043568499248,0.418800909620453,0
"arm_3354",5,3,48,0,2,2,0.7,1,0.716271094650726,0.721735148009153,1
"arm_4415",5,3,49,0,2,2,0.7,2,0.722982907016919,0.72673893308522,1
"arm_2293",5,3,50,0,2,1,0.3,2,0.230102992101097,0.394320846448384,0
"arm_1424",5,4,1,1,1,1,0.7,1,0.385252569266595,0.284876391221769,0
"arm_1434",5,4,2,0,2,1,0.3,1,0.409265575362475,0.297724128790337,1
"arm_2303",5,4,3,0,1,1,0.7,2,0.291420147360485,0.389950967391465,0
"arm_3364",5,4,4,0,2,2,0.7,1,0.623234877903638,0.66197067710399,1
"arm_3374",5,4,5,0,2,2,0.7,1,0.597596461954809,0.676626365424688,1
"arm_3384",5,4,6,0,2,2,0.7,1,0.595728241539715,0.648186117187123,1
"arm_2315",5,4,7,0,1,1,0.7,2,0.288302941280675,0.34532258465971,0
"arm_1443",5,4,8,0,2,1,0.3,1,0.347213159187491,0.245109293125714,0
"arm_3394",5,4,9,0,2,2,0.7,1,0.585932620759775,0.609941441980965,0
"arm_4422",5,4,10,0,2,2,0.7,2,0.619706954036258,0.617701154274217,1
"arm_1453",5,4,11,0,1,1,0.7,1,0.426376228986611,0.24565033973724,1
"arm_1462",5,4,12,0,1,1,0.7,1,0.437707584038465,0.245331387447968,0
"arm_2323",5,4,13,0,1,1,0.7,2,0.215689371429802,0.411836787384408,0
"arm_1472",5,4,14,0,2,1,0.3,1,0.427695735430651,0.179061258835738,0
"arm_1482",5,4,15,0,2,1,0.3,1,0.420805875805011,0.206191544858984,1
"arm_4432",5,4,16,0,2,2,0.7,2,0.605940665726416,0.743185623079979,1
"arm_4442",5,4,17,0,2,2,0.7,2,0.619902375624092,0.73490584931272,1
"arm_4452",5,4,18,0,2,2,0.7,2,0.599809635086967,0.764892332677055,0
"arm_3404",5,4,19,0,2,2,0.7,1,0.766955919656842,0.592998147900146,0
"arm_1492",5,4,20,0,1,1,0.7,1,0.388623008068196,0.224233584166644,0
"arm_1502",5,4,21,0,1,1,0.7,1,0.377283926363739,0.183305705038965,0
"arm_4462",5,4,22,0,1,2,0.3,2,0.596522585552605,0.821404523915625,1
"arm_1514",5,4,23,0,1,1,0.7,1,0.352523853586084,0.15,0
"arm_1522",5,4,24,0,1,1,0.7,1,0.377559563676441,0.15,1
"arm_1532",5,4,25,0,1,1,0.7,1,0.360791761741981,0.185851623887392,1
"arm_1542",5,4,26,0,2,1,0.3,1,0.367896488984793,0.176585339941922,0
"arm_1552",5,4,27,0,1,1,0.7,1,0.340449298035087,0.15,0
"arm_2333",5,4,28,0,1,1,0.7,2,0.15,0.334753605037848,0
"arm_2343",5,4,29,0,1,1,0.7,2,0.155097280900406,0.328207760972645,1
"arm_2353",5,4,30,0,2,1,0.3,2,0.157252245979107,0.336339251423906,0
"arm_3417",5,4,31,0,2,2,0.7,1,0.80710161934536,0.702515891298998,1
"arm_2363",5,4,32,0,1,1,0.7,2,0.181724160845873,0.367571718057774,0
"arm_4472",5,4,33,0,1,2,0.3,2,0.712781882608025,0.808925613365771,1
"arm_4481",5,4,34,0,2,2,0.7,2,0.694084030393342,0.82041766304819,1
"arm_2373",5,4,35,0,1,1,0.7,2,0.153612375797345,0.399356742092644,0
"arm_1562",5,4,36,0,1,1,0.7,1,0.386576526990292,0.15,0
"arm_4491",5,4,37,0,2,2,0.7,2,0.651794942483461,0.801151045581874,1
"arm_1572",5,4,38,0,2,1,0.3,1,0.40736310664945,0.157538345403003,0
"arm_1582",5,4,39,0,2,1,0.3,1,0.418633583347909,0.15,0
"arm_4501",5,4,40,0,2,2,0.7,2,0.653629657322364,0.743141089163742,1
"arm_3424",5,4,41,0,2,2,0.7,1,0.739602328276427,0.620998393481285,0
"arm_3434",5,4,42,0,1,2,0.3,1,0.725663508496819,0.638702566152739,1
"arm_4514",5,4,43,0,2,2,0.7,2,0.65029018290762,0.739271130877537,1
"arm_1592",5,4,44,0,2,1,0.3,1,0.409081800661843,0.243477857712056,1
"arm_2382",5,4,45,0,2,1,0.3,2,0.267807449209776,0.421025906485778,0
"arm_3444",5,4,46,0,2,2,0.7,1,0.724980172221657,0.711615639671956,1
"arm_3454",5,4,47,0,1,2,0.3,1,0.721205193145041,0.746820766734684,1
"arm_1601",5,4,48,0,1,1,0.7,1,0.402552110846304,0.234457587175175,0
"arm_4521",5,4,49,0,2,2,0.7,2,0.722982907016919,0.72673893308522,1
"arm_4531",5,4,50,0,1,2,0.3,2,0.694831874512504,0.728565868493088,1
"arm_247",6,1,1,1,1,1,0.7,2,0.284876391221769,0.385252569266595,0
"arm_2118",6,1,2,0,1,1,0.7,2,0.297724128790337,0.409265575362475,1
"arm_2218",6,1,3,0,2,1,0.3,2,0.291420147360485,0.389950967391465,1
"arm_380",6,1,4,0,2,2,0.7,1,0.623234877903638,0.66197067710399,0
"arm_178",6,1,5,0,1,1,0.7,1,0.353188697869299,0.290084193050566,0
"arm_476",6,1,6,0,2,2,0.7,2,0.648186117187123,0.595728241539715,1
"arm_2316",6,1,7,0,1,1,0.7,2,0.288302941280675,0.34532258465971,1
"arm_4118",6,1,8,0,2,2,0.7,2,0.637672487463773,0.60156270175662,1
"arm_4218",6,1,9,0,1,2,0.3,2,0.609941441980965,0.585932620759775,1
"arm_248",6,1,10,0,2,1,0.3,2,0.229995796566315,0.409105912286147,0
"arm_4318",6,1,11,0,1,2,0.3,2,0.639894120536609,0.661323197570724,1
"arm_4416",6,1,12,0,2,2,0.7,2,0.605921400887644,0.644568752872748,1
"arm_4515",6,1,13,0,2,2,0.7,2,0.557365720243867,0.652874160524955,1
"arm_255",6,1,14,0,2,1,0.3,2,0.179061258835738,0.427695735430651,0
"arm_4612",6,1,15,0,2,2,0.7,2,0.56986367056403,0.714763276265456,0
"arm_1118",6,1,16,0,1,1,0.7,1,0.376128887386542,0.206903465813926,0
"arm_3118",6,1,17,0,1,2,0.3,1,0.73490584931272,0.619902375624092,1
"arm_265",6,1,18,0,2,1,0.3,2,0.252096398760606,0.386550289411022,0
"arm_275",6,1,19,0,2,1,0.3,2,0.225829224534066,0.403222178344719,1
"arm_285",6,1,20,0,1,1,0.7,2,0.224233584166644,0.388623008068196,1
"arm_295",6,1,21,0,1,1,0.7,2,0.183305705038965,0.377283926363739,1
"arm_477",6,1,22,0,2,2,0.7,2,0.596522585552605,0.821404523915625,1
"arm_2105",6,1,23,0,1,1,0.7,2,0.15,0.352523853586084,0
"arm_1218",6,1,24,0,1,1,0.7,1,0.377559563676441,0.15,0
"arm_2119",6,1,25,0,1,1,0.7,2,0.185851623887392,0.360791761741981,0
"arm_3218",6,1,26,0,1,2,0.3,1,0.85,0.648165741052743,1
"arm_3318",6,1,27,0,2,2,0.7,1,0.85,0.648069217139444,1
"arm_3418",6,1,28,0,2,2,0.7,1,0.839122936293603,0.650650152140271,1
"arm_485",6,1,29,0,2,2,0.7,2,0.66841458019637,0.85,1
"arm_495",6,1,30,0,2,2,0.7,2,0.651536139896979,0.842475023283917,0
"arm_3515",6,1,31,0,2,2,0.7,1,0.80710161934536,0.702515891298998,1
"arm_3613",6,1,32,0,2,2,0.7,1,0.80786461110121,0.720136755030984,0
"arm_3710",6,1,33,0,1,2,0.3,1,0.808925613365771,0.712781882608025,1
"arm_1318",6,1,34,0,1,1,0.7,1,0.370019590791465,0.178395068948699,1
"arm_1418",6,1,35,0,1,1,0.7,1,0.399356742092644,0.153612375797345,1
"arm_1515",6,1,36,0,1,1,0.7,1,0.386576526990292,0.15,0
"arm_385",6,1,37,0,2,2,0.7,1,0.801151045581874,0.651794942483461,1
"arm_395",6,1,38,0,2,2,0.7,1,0.779605868255858,0.641663041391297,1
"arm_3105",6,1,39,0,2,2,0.7,1,0.760940670352322,0.621227512038867,1
"arm_4105",6,1,40,0,1,2,0.3,2,0.653629657322364,0.743141089163742,0
"arm_3119",6,1,41,0,2,2,0.7,1,0.739602328276427,0.620998393481285,1
"arm_3125",6,1,42,0,1,2,0.3,1,0.725663508496819,0.638702566152739,1
"arm_3135",6,1,43,0,2,2,0.7,1,0.739271130877537,0.65029018290762,1
"arm_3145",6,1,44,0,2,2,0.7,1,0.710869868421871,0.700036075950926,0
"arm_4119",6,1,45,0,2,2,0.7,2,0.697729241844021,0.688199418916735,1
"arm_1614",6,1,46,0,1,1,0.7,1,0.410968217545032,0.26504774084518,0
"arm_179",6,1,47,0,2,1,0.3,1,0.418800909620453,0.249043568499248,0
"arm_3155",6,1,48,0,2,2,0.7,1,0.716271094650726,0.721735148009153,1
"arm_2125",6,1,49,0,1,1,0.7,2,0.224217060027617,0.405671691780377,0
"arm_185",6,1,50,0,2,1,0.3,1,0.394320846448384,0.230102992101097,0
"arm_195",6,2,1,1,1,1,0.7,1,0.385252569266595,0.284876391221769,0
"arm_3165",6,2,2,0,1,2,0.3,1,0.634031348129123,0.668674514367157,1
"arm_1105",6,2,3,0,2,1,0.3,1,0.389950967391465,0.291420147360485,1
"arm_1119",6,2,4,0,2,1,0.3,1,0.365505014802199,0.286257418800551,0
"arm_3175",6,2,5,0,1,2,0.3,1,0.597596461954809,0.676626365424688,0
"arm_3185",6,2,6,0,2,2,0.7,1,0.595728241539715,0.648186117187123,1
"arm_2135",6,2,7,0,1,1,0.7,2,0.288302941280675,0.34532258465971,0
"arm_3195",6,2,8,0,1,2,0.3,1,0.60156270175662,0.637672487463773,1
"arm_3205",6,2,9,0,1,2,0.3,1,0.585932620759775,0.609941441980965,0
"arm_3219",6,2,10,0,2,2,0.7,1,0.617701154274217,0.619706954036258,1
"arm_3225",6,2,11,0,1,2,0.3,1,0.661323197570724,0.639894120536609,0
"arm_3235",6,2,12,0,2,2,0.7,1,0.644568752872748,0.605921400887644,1
"arm_4125",6,2,13,0,1,2,0.3,2,0.557365720243867,0.652874160524955,1
"arm_1125",6,2,14,0,1,1,0.7,1,0.427695735430651,0.179061258835738,0
"arm_2145",6,2,15,0,2,1,0.3,2,0.206191544858984,0.420805875805011,0
"arm_2155",6,2,16,0,2,1,0.3,2,0.206903465813926,0.376128887386542,0
"arm_1135",6,2,17,0,1,1,0.7,1,0.379460456568304,0.235203318076015,0
"arm_2165",6,2,18,0,1,1,0.7,2,0.252096398760606,0.386550289411022,1
"arm_3245",6,2,19,0,2,2,0.7,1,0.766955919656842,0.592998147900146,1
"arm_4135",6,2,20,0,2,2,0.7,2,0.593977598036432,0.788565990612077,0
"arm_4145",6,2,21,0,2,2,0.7,2,0.611833403567202,0.779882047377851,1
"arm_4155",6,2,22,0,2,2,0.7,2,0.596522585552605,0.821404523915625,0
"arm_2175",6,2,23,0,1,1,0.7,2,0.15,0.352523853586084,0
"arm_3255",6,2,24,0,2,2,0.7,1,0.822077739336167,0.604951019442018,1
"arm_2185",6,2,25,0,1,1,0.7,2,0.185851623887392,0.360791761741981,0
"arm_1145",6,2,26,0,2,1,0.3,1,0.367896488984793,0.176585339941922,1
"arm_3265",6,2,27,0,2,2,0.7,1,0.85,0.648069217139444,0
"arm_1155",6,2,28,0,1,1,0.7,1,0.334753605037848,0.15,0
"arm_3275",6,2,29,0,2,2,0.7,1,0.85,0.66841458019637,0
"arm_3285",6,2,30,0,2,2,0.7,1,0.842475023283917,0.651536139896979,1
"arm_3295",6,2,31,0,2,2,0.7,1,0.80710161934536,0.702515891298998,1
"arm_4165",6,2,32,0,2,2,0.7,2,0.720136755030984,0.80786461110121,1
"arm_3305",6,2,33,0,2,2,0.7,1,0.808925613365771,0.712781882608025,1
"arm_4175",6,2,34,0,2,2,0.7,2,0.694084030393342,0.82041766304819,1
"arm_4185",6,2,35,0,2,2,0.7,2,0.655143091618153,0.820897732245599,1
"arm_3319",6,2,36,0,2,2,0.7,1,0.799079977796453,0.672644390206153,0
"arm_2195",6,2,37,0,2,1,0.3,2,0.15,0.375216047266847,0
"arm_1165",6,2,38,0,1,1,0.7,1,0.40736310664945,0.157538345403003,0
"arm_1175",6,2,39,0,2,1,0.3,1,0.418633583347909,0.15,0
"arm_1185",6,2,40,0,1,1,0.7,1,0.39609838709866,0.204868946785959,1
"arm_3325",6,2,41,0,2,2,0.7,1,0.739602328276427,0.620998393481285,0
"arm_1195",6,2,42,0,1,1,0.7,1,0.40144125610901,0.231916246520594,0
"arm_4195",6,2,43,0,2,2,0.7,2,0.65029018290762,0.739271130877537,1
"arm_1205",6,2,44,0,2,1,0.3,1,0.409081800661843,0.243477857712056,1
"arm_1219",6,2,45,0,1,1,0.7,1,0.421025906485778,0.267807449209776,1
"arm_4205",6,2,46,0,2,2,0.7,2,0.711615639671956,0.724980172221657,1
"arm_1225",6,2,47,0,1,1,0.7,1,0.418800909620453,0.249043568499248,1
"arm_1235",6,2,48,0,1,1,0.7,1,0.402552110846304,0.234457587175175,1
"arm_1245",6,2,49,0,1,1,0.7,1,0.405671691780377,0.224217060027617,1
"arm_1255",6,2,50,0,1,1,0.7,1,0.394320846448384,0.230102992101097,0
"arm_3335",6,3,1,1,1,2,0.3,1,0.630301613220945,0.690981198940426,1
"arm_4219",6,3,2,0,2,2,0.7,2,0.668674514367157,0.634031348129123,1
"arm_2205",6,3,3,0,2,1,0.3,2,0.291420147360485,0.389950967391465,1
"arm_2219",6,3,4,0,1,1,0.7,2,0.286257418800551,0.365505014802199,0
"arm_4225",6,3,5,0,2,2,0.7,2,0.676626365424688,0.597596461954809,1
"arm_4235",6,3,6,0,2,2,0.7,2,0.648186117187123,0.595728241539715,0
"arm_3345",6,3,7,0,1,2,0.3,1,0.572698434956578,0.620144190447034,1
"arm_2225",6,3,8,0,1,1,0.7,2,0.245109293125714,0.347213159187491,1
"arm_2235",6,3,9,0,1,1,0.7,2,0.251026597658731,0.370989221320241,0
"arm_1265",6,3,10,0,2,1,0.3,1,0.409105912286147,0.229995796566315,1
"arm_3355",6,3,11,0,2,2,0.7,1,0.661323197570724,0.639894120536609,0
"arm_4245",6,3,12,0,2,2,0.7,2,0.605921400887644,0.644568752872748,1
"arm_1275",6,3,13,0,2,1,0.3,1,0.411836787384408,0.215689371429802,1
"arm_4255",6,3,14,0,1,2,0.3,2,0.557081176503272,0.671266513715933,0
"arm_1285",6,3,15,0,1,1,0.7,1,0.420805875805011,0.206191544858984,1
"arm_1295",6,3,16,0,1,1,0.7,1,0.376128887386542,0.206903465813926,0
"arm_3365",6,3,17,0,1,2,0.3,1,0.73490584931272,0.619902375624092,1
"arm_3375",6,3,18,0,2,2,0.7,1,0.764892332677055,0.599809635086967,1
"arm_3385",6,3,19,0,2,2,0.7,1,0.766955919656842,0.592998147900146,0
"arm_3395",6,3,20,0,2,2,0.7,1,0.788565990612077,0.593977598036432,0
"arm_4265",6,3,21,0,2,2,0.7,2,0.611833403567202,0.779882047377851,0
"arm_3405",6,3,22,0,2,2,0.7,1,0.821404523915625,0.596522585552605,1
"arm_1305",6,3,23,0,1,1,0.7,1,0.352523853586084,0.15,0
"arm_3419",6,3,24,0,2,2,0.7,1,0.822077739336167,0.604951019442018,0
"arm_4275",6,3,25,0,2,2,0.7,2,0.62394008410102,0.841787447721027,0
"arm_2245",6,3,26,0,1,1,0.7,2,0.176585339941922,0.367896488984793,0
"arm_4285",6,3,27,0,2,2,0.7,2,0.648069217139444,0.85,1
"arm_2255",6,3,28,0,1,1,0.7,2,0.15,0.334753605037848,0
"arm_4295",6,3,29,0,2,2,0.7,2,0.66841458019637,0.85,1
"arm_1319",6,3,30,0,1,1,0.7,1,0.336339251423906,0.157252245979107,0
"arm_4305",6,3,31,0,1,2,0.3,2,0.702515891298998,0.80710161934536,1
"arm_4319",6,3,32,0,1,2,0.3,2,0.720136755030984,0.80786461110121,1
"arm_4325",6,3,33,0,2,2,0.7,2,0.712781882608025,0.808925613365771,1
"arm_4335",6,3,34,0,2,2,0.7,2,0.694084030393342,0.82041766304819,0
